filepath,filename,genus,species,species_only,sex,strain,image_id,strain_applicable,species_id,sex_id,strain_id,split
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0053.jpg,anopheles_arabiensis_f_DONGOLA_image0053.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0053,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0005.jpg,anopheles_arabiensis_m_DONGOLA_image0005.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0005,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0010.jpg,aedes_aegypti_f_NEWORLEANS_image0010.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0010,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0057.jpg,anopheles_arabiensis_m_DONGOLA_image0057.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0057,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0065.jpg,anopheles_arabiensis_m_DONGOLA_image0065.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0065,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0024.jpg,anopheles_arabiensis_m_DONGOLA_image0024.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0024,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0063.jpg,anopheles_arabiensis_f_DONGOLA_image0063.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0063,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0027.jpg,anopheles_atroparvus_f_EBRO_image0027.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0027,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0100.jpg,aedes_aegypti_f_NEWORLEANS_image0100.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0100,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0031.jpg,anopheles_freeborni_f_F1_image0031.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0031,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0016.jpg,anopheles_freeborni_f_F1_image0016.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0016,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0045.jpg,anopheles_coluzzi_f_MOPTI_image0045.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0045,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0063.jpg,aedes_aegypti_m_NEWORLEANS_image0063.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0063,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0015.jpg,anopheles_arabiensis_f_DONGOLA_image0015.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0015,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0006.jpg,anopheles_farauti_m_FAR1_image0006.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0006,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0018.jpg,anopheles_albimanus_m_STECLA_image0018.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0018,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0005.jpg,anopheles_albimanus_m_STECLA_image0005.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0005,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0116.jpg,aedes_aegypti_f_NEWORLEANS_image0116.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0116,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0026.jpg,anopheles_albimanus_f_STECLA_image0026.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0026,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0021.jpg,anopheles_arabiensis_f_DONGOLA_image0021.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0021,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0027.jpg,anopheles_arabiensis_f_DONGOLA_image0027.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0027,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0105.jpg,aedes_aegypti_f_NEWORLEANS_image0105.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0105,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0061.jpg,anopheles_arabiensis_m_DONGOLA_image0061.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0061,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0003.jpg,anopheles_freeborni_f_F1_image0003.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0003,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0011.jpg,aedes_aegypti_m_NEWORLEANS_image0011.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0011,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0001.jpg,aedes_aegypti_f_NEWORLEANS_image0001.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0001,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0010.jpg,anopheles_arabiensis_f_DONGOLA_image0010.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0010,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0012.jpg,anopheles_farauti_m_FAR1_image0012.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0012,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0051.jpg,anopheles_arabiensis_f_DONGOLA_image0051.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0051,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0020.jpg,anopheles_arabiensis_f_DONGOLA_image0020.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0020,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0123.jpg,anopheles_arabiensis_f_DONGOLA_image0123.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0123,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0064.jpg,aedes_aegypti_f_NEWORLEANS_image0064.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0064,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0052.jpg,anopheles_arabiensis_f_DONGOLA_image0052.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0052,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0113.jpg,aedes_aegypti_f_NEWORLEANS_image0113.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0113,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0103.jpg,aedes_aegypti_f_NEWORLEANS_image0103.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0103,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0105.jpg,anopheles_arabiensis_f_DONGOLA_image0105.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0105,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0011.jpg,anopheles_farauti_m_FAR1_image0011.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0011,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0013.jpg,aedes_aegypti_m_NEWORLEANS_image0013.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0013,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0042.jpg,aedes_aegypti_m_NEWORLEANS_image0042.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0042,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0015.jpg,anopheles_coluzzi_f_MOPTI_image0015.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0015,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0052.jpg,aedes_aegypti_f_NEWORLEANS_image0052.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0052,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0005.jpg,anopheles_farauti_m_FAR1_image0005.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0005,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0009.jpg,aedes_aegypti_f_NEWORLEANS_image0009.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0009,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0017.jpg,anopheles_albimanus_m_STECLA_image0017.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0017,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0038.jpg,aedes_aegypti_m_NEWORLEANS_image0038.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0038,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0031.jpg,anopheles_farauti_m_FAR1_image0031.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0031,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0004.jpg,anopheles_farauti_m_FAR1_image0004.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0004,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0035.jpg,anopheles_farauti_m_FAR1_image0035.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0035,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0014.jpg,anopheles_freeborni_m_F1_image0014.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0014,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0096.jpg,aedes_aegypti_f_NEWORLEANS_image0096.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0096,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0045.jpg,aedes_aegypti_f_NEWORLEANS_image0045.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0045,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0008.jpg,anopheles_freeborni_f_F1_image0008.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0008,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0040.jpg,anopheles_farauti_m_FAR1_image0040.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0040,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0006.jpg,anopheles_arabiensis_f_DONGOLA_image0006.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0006,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0002.jpg,anopheles_farauti_f_FAR1_image0002.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0002,False,5,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0028.jpg,anopheles_coluzzi_f_MOPTI_image0028.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0028,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0007.jpg,anopheles_freeborni_f_F1_image0007.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0007,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0041.jpg,anopheles_arabiensis_f_DONGOLA_image0041.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0041,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0064.jpg,anopheles_arabiensis_m_DONGOLA_image0064.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0064,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0039.jpg,anopheles_freeborni_m_F1_image0039.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0039,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0069.jpg,aedes_aegypti_m_NEWORLEANS_image0069.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0069,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0010.jpg,anopheles_atroparvus_f_EBRO_image0010.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0010,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0098.jpg,aedes_aegypti_f_NEWORLEANS_image0098.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0098,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0019.jpg,aedes_aegypti_f_NEWORLEANS_image0019.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0019,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0051.jpg,anopheles_arabiensis_m_DONGOLA_image0051.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0051,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0122.jpg,anopheles_arabiensis_f_DONGOLA_image0122.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0122,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0117.jpg,aedes_aegypti_f_NEWORLEANS_image0117.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0117,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0026.jpg,anopheles_freeborni_f_F1_image0026.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0026,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0028.jpg,aedes_aegypti_f_NEWORLEANS_image0028.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0028,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0052.jpg,anopheles_freeborni_m_F1_image0052.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0052,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0022.jpg,aedes_aegypti_f_NEWORLEANS_image0022.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0022,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0089.jpg,anopheles_arabiensis_f_DONGOLA_image0089.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0089,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0021.jpg,anopheles_coluzzi_m_MOPTI_image0021.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0021,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0043.jpg,anopheles_freeborni_f_F1_image0043.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0043,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0010.jpg,anopheles_freeborni_f_F1_image0010.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0010,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0023.jpg,anopheles_arabiensis_m_DONGOLA_image0023.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0023,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0025.jpg,anopheles_freeborni_m_F1_image0025.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0025,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0043.jpg,anopheles_farauti_m_FAR1_image0043.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0043,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0131.jpg,aedes_aegypti_f_NEWORLEANS_image0131.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0131,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0074.jpg,anopheles_arabiensis_f_DONGOLA_image0074.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0074,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0032.jpg,anopheles_farauti_m_FAR1_image0032.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0032,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0117.jpg,anopheles_arabiensis_f_DONGOLA_image0117.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0117,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0036.jpg,anopheles_freeborni_m_F1_image0036.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0036,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0048.jpg,anopheles_arabiensis_f_DONGOLA_image0048.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0048,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0023.jpg,anopheles_freeborni_m_F1_image0023.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0023,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0136.jpg,aedes_aegypti_f_NEWORLEANS_image0136.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0136,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0095.jpg,aedes_aegypti_f_NEWORLEANS_image0095.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0095,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0054.jpg,anopheles_arabiensis_m_DONGOLA_image0054.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0054,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0003.jpg,anopheles_albimanus_m_STECLA_image0003.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0003,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0033.jpg,anopheles_arabiensis_m_DONGOLA_image0033.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0033,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0049.jpg,anopheles_freeborni_m_F1_image0049.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0049,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0014.jpg,anopheles_arabiensis_f_DONGOLA_image0014.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0014,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0002.jpg,anopheles_freeborni_f_F1_image0002.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0002,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0015.jpg,aedes_aegypti_f_NEWORLEANS_image0015.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0015,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0005.jpg,aedes_aegypti_f_NEWORLEANS_image0005.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0005,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0034.jpg,anopheles_atroparvus_f_EBRO_image0034.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0034,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0001.jpg,anopheles_farauti_m_FAR1_image0001.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0001,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0057.jpg,aedes_aegypti_m_NEWORLEANS_image0057.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0057,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0008.jpg,anopheles_farauti_m_FAR1_image0008.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0008,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0027.jpg,anopheles_farauti_m_FAR1_image0027.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0027,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0015.jpg,anopheles_albimanus_f_STECLA_image0015.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0015,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0113.jpg,anopheles_arabiensis_f_DONGOLA_image0113.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0113,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0012.jpg,aedes_aegypti_m_NEWORLEANS_image0012.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0012,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0047.jpg,anopheles_coluzzi_f_MOPTI_image0047.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0047,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0026.jpg,anopheles_arabiensis_f_DONGOLA_image0026.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0026,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0050.jpg,anopheles_arabiensis_m_DONGOLA_image0050.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0050,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0081.jpg,aedes_aegypti_f_NEWORLEANS_image0081.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0081,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0041.jpg,anopheles_coluzzi_f_MOPTI_image0041.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0041,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0055.jpg,aedes_aegypti_f_NEWORLEANS_image0055.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0055,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0032.jpg,anopheles_arabiensis_m_DONGOLA_image0032.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0032,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0047.jpg,aedes_aegypti_m_NEWORLEANS_image0047.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0047,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0133.jpg,aedes_aegypti_f_NEWORLEANS_image0133.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0133,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0038.jpg,anopheles_freeborni_m_F1_image0038.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0038,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0103.jpg,anopheles_arabiensis_f_DONGOLA_image0103.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0103,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0030.jpg,aedes_aegypti_m_NEWORLEANS_image0030.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0030,False,0,1,-1,train
